Time,Focus,Calm,Signal Strength
1394842419,54,48,0
1394842420,43,35,0
1394842421,43,35,26
1394842422,27,14,0
1394842424,17,14,0
1394842425,1,35,0
1394842426,16,34,0
1394842427,14,27,0
1394842428,35,44,0
1394842429,50,43,0
1394842430,44,47,0
1394842431,44,51,0
1394842432,47,38,0
1394842433,38,40,0
1394842434,38,57,0
1394842435,40,44,0
1394842436,30,48,0
1394842437,24,51,0
1394842438,14,43,0
1394842439,20,60,0
1394842440,10,54,0
1394842441,10,63,0
1394842442,4,56,0
1394842443,1,60,0
1394842444,16,54,0
1394842445,11,44,0
1394842446,16,40,0
1394842447,8,23,0
1394842448,1,13,0
1394842449,1,1,0
1394842450,1,17,0
1394842451,13,30,0
1394842452,23,51,0
1394842453,27,60,0
1394842454,17,38,0
1394842455,14,35,0
1394842456,11,38,0
1394842457,16,34,0
1394842458,16,48,0
1394842459,14,47,0
1394842460,16,51,0
1394842461,10,56,0
1394842462,11,64,0
1394842463,1,61,0
1394842464,1,30,0
1394842465,1,30,0
1394842466,3,35,0
1394842467,11,43,0
1394842468,14,44,0
1394842469,11,43,0
1394842470,1,21,0
1394842471,14,26,0
1394842472,20,43,0
1394842473,17,56,0
1394842474,23,77,0
1394842475,16,88,0
1394842476,14,84,0
1394842477,23,87,0
1394842478,21,81,0
1394842479,20,63,0
1394842481,17,43,0
1394842483,3,20,0
1394842484,1,50,0
1394842485,8,51,0
1394842486,8,47,0
1394842487,4,48,0
1394842488,3,30,0
1394842489,1,34,0
1394842490,1,43,0
1394842491,1,41,0
1394842492,1,53,0
1394842493,7,50,0
1394842494,13,35,0
1394842495,21,29,0
1394842496,11,17,0
1394842497,7,26,0
1394842498,16,34,0
1394842499,26,54,0
1394842500,30,67,0
1394842501,37,81,0
1394842502,37,81,51
1394842503,37,81,51
1394842504,37,81,51
1394842505,37,81,51
1394842506,37,81,51
1394842507,37,81,80
1394842508,0,0,51
1394842509,0,0,51
1394842510,0,0,51
1394842511,0,0,51
1394842512,0,0,51
1394842513,0,0,51
1394842514,0,0,51
1394842515,0,0,51
1394842516,0,0,51
1394842517,0,0,51
1394842518,0,0,51
1394842519,0,0,51
1394842520,0,0,51
1394842521,0,0,51
1394842522,0,0,0
1394842523,0,0,0
1394842524,0,0,0
1394842525,24,70,0
1394842526,35,51,0
1394842527,40,44,0
1394842528,48,26,0
1394842529,57,41,0
1394842530,50,53,0
1394842531,43,60,0
1394842532,43,64,0
1394842533,44,66,0
1394842534,40,74,0
1394842535,41,60,0
1394842536,41,57,0
1394842537,26,40,0
1394842538,30,23,0
1394842539,34,40,0
1394842540,26,37,0
1394842541,26,37,51
1394842542,37,48,0
1394842543,30,48,0
1394842544,30,41,0
1394842545,29,24,0
1394842546,24,17,0
1394842547,30,17,0
1394842547,34,4,0
1394842548,38,17,0
1394842549,48,26,0
1394842550,48,26,0
1394842551,50,30,0
1394842552,50,27,0
1394842553,50,17,0
1394842554,43,27,0
1394842555,44,44,0
1394842556,41,56,0
1394842557,43,61,0
1394842558,51,70,0
1394842559,51,44,0
1394842560,53,47,0
1394842561,56,40,0
1394842562,53,43,0
1394842563,47,35,0
1394842564,50,30,0
1394842565,40,43,0
1394842566,35,21,0
1394842567,37,40,0
1394842568,21,26,0
1394842569,23,27,0
1394842570,23,24,0
1394842571,23,35,0
1394842572,34,48,0
1394842573,37,38,0
1394842574,43,43,0
1394842575,50,50,0
1394842576,66,54,0
1394842577,66,64,0
1394842578,63,64,0
1394842579,54,54,0
1394842580,44,51,0
1394842581,48,51,0
1394842582,51,54,0
1394842583,53,56,0
1394842584,47,51,0
1394842585,40,34,0
1394842586,43,43,0
1394842587,51,41,0
1394842588,48,34,0
1394842589,50,51,0
1394842590,47,37,0
1394842591,44,26,0
1394842592,44,26,26
1394842593,56,48,0
1394842594,60,51,0
1394842595,56,51,0
1394842596,56,51,26
1394842597,60,54,0
1394842598,60,54,51
1394842599,53,38,0
1394842600,57,23,0
1394842601,57,23,0
1394842602,57,27,0
1394842603,63,35,0
1394842604,66,50,0
1394842605,66,50,26
1394842606,67,43,0
1394842607,54,40,0
1394842609,41,50,0
1394842610,35,54,0
1394842611,40,43,0
1394842612,48,44,0
1394842613,51,43,0
1394842614,51,43,26
1394842615,51,43,26
1394842616,51,43,26
1394842617,51,43,25
1394842618,51,43,25
1394842619,54,60,0
1394842621,54,66,0
1394842622,50,50,0
1394842623,43,47,0
1394842624,41,34,0
1394842625,27,40,0
1394842626,16,27,0
1394842627,17,27,0
1394842628,13,43,0
1394842629,26,37,0
1394842630,24,34,0
1394842631,23,20,0
1394842632,23,8,0
1394842633,27,14,0
1394842634,34,24,0
1394842636,29,20,0
1394842637,35,24,0
1394842638,44,37,0
1394842639,50,54,0
1394842640,48,50,0
1394842641,54,44,0
1394842642,47,26,0
1394842644,50,1,0
1394842645,37,8,0
1394842646,34,16,0
1394842647,20,35,0
1394842648,24,35,0
1394842649,20,38,0
1394842650,27,51,0
1394842651,43,54,0
1394842652,47,57,0
1394842653,48,48,0
1394842654,47,44,0
1394842655,41,43,0
1394842656,35,35,0
1394842657,44,48,0
1394842658,47,30,0
1394842659,51,37,0
1394842660,47,24,0
1394842661,41,14,0
1394842662,38,30,0
1394842663,35,21,0
1394842664,44,41,0
1394842665,43,53,0
1394842666,50,41,0
1394842667,60,53,0
1394842668,64,54,0
1394842669,60,48,0
1394842670,57,61,0
1394842671,61,64,0
1394842672,61,60,0
1394842673,66,61,0
1394842674,66,64,0
1394842675,61,57,0
1394842676,60,64,0
1394842677,61,67,0
1394842678,60,63,0
1394842679,56,50,0
1394842680,47,51,0
1394842681,51,56,0
1394842682,53,44,0
1394842683,56,64,0
1394842684,64,48,0
1394842685,54,37,0
1394842686,50,41,0
1394842687,43,29,0
1394842688,56,41,0
1394842689,57,47,0
1394842690,66,47,0
1394842691,69,51,0
1394842692,60,44,0
1394842693,57,44,0
1394842694,61,47,0
1394842695,75,47,0
1394842696,75,47,0
1394842697,81,44,0
1394842698,74,48,0
1394842699,64,41,0
1394842700,67,63,0
1394842701,61,70,0
1394842702,64,80,0
1394842703,57,90,0
1394842704,54,67,0
1394842705,54,66,0
1394842706,44,53,0
1394842707,56,56,0
1394842708,64,69,0
1394842709,67,56,0
1394842710,69,48,0
1394842711,69,29,0
1394842712,61,20,0
1394842713,57,23,0
1394842714,66,34,0
1394842715,50,37,0
1394842716,51,40,0
1394842717,63,38,0
1394842718,69,50,0
1394842719,77,67,0
1394842720,66,67,0
1394842721,63,74,0
1394842722,51,66,0
1394842723,57,54,0
1394842724,69,54,0
1394842725,74,61,0
1394842726,78,56,0
1394842727,84,57,0
1394842728,74,61,0
1394842729,63,57,0
1394842730,67,54,0
1394842731,54,56,0
1394842732,61,43,0
1394842733,70,44,0
1394842734,61,57,0
1394842735,61,57,0
1394842736,66,66,0
1394842737,63,66,0
1394842738,57,44,0
1394842739,70,44,0
1394842740,70,51,0
1394842741,81,54,0
1394842742,91,66,0
1394842743,84,63,0
1394842744,78,50,0
1394842745,67,40,0
1394842746,67,44,0
1394842747,64,37,0
1394842748,64,30,0
1394842748,66,30,0
1394842750,67,23,0
1394842751,70,24,0
1394842752,77,27,0
1394842752,78,27,0
1394842753,83,34,0
1394842754,77,43,0
1394842755,74,67,0
1394842756,60,57,0
1394842757,60,51,0
1394842758,75,47,0
1394842759,78,38,0
1394842760,83,53,0
1394842761,67,63,0
1394842762,63,66,0
1394842763,69,53,0
1394842764,69,70,0
1394842765,84,69,0
1394842766,88,78,0
1394842767,78,91,0
1394842768,83,75,0
1394842769,69,60,0
1394842770,61,54,0
1394842771,66,44,0
1394842772,63,54,0
1394842773,75,66,0
1394842774,75,60,0
1394842775,69,70,0
1394842776,66,61,0
1394842777,60,60,0
1394842778,57,67,0
1394842779,57,69,0
1394842780,51,66,0
1394842781,64,70,0
1394842782,74,61,0
1394842783,78,54,0
1394842784,88,64,0
1394842785,84,66,0
1394842786,77,67,0
1394842787,80,67,0
1394842788,81,67,0
1394842789,77,61,0
1394842790,80,63,0
1394842791,67,77,0
1394842792,67,70,0
1394842793,57,67,0
1394842794,53,61,0
1394842795,54,43,0
1394842796,47,35,0
1394842797,44,35,0
1394842798,43,60,0
1394842799,53,56,0
1394842800,47,57,0
1394842801,56,69,0
1394842802,67,54,0
1394842803,57,66,0
1394842804,70,74,0
1394842805,77,69,0
1394842806,64,67,0
1394842807,70,69,0
1394842808,69,87,0
1394842809,77,84,0
1394842810,78,88,0
1394842811,78,90,0
1394842812,70,56,0
1394842813,60,51,0
1394842814,67,51,0
1394842815,64,41,0
1394842816,77,56,0
1394842817,81,60,0
1394842818,87,51,0
1394842819,84,51,0
1394842820,74,48,0
1394842821,78,50,0
1394842822,75,53,0
1394842823,70,44,0
1394842824,78,50,0
1394842825,75,53,0
1394842826,81,53,0
1394842827,83,70,0
1394842828,74,66,0
1394842829,70,63,0
1394842830,66,75,0
1394842831,77,74,0
1394842832,81,64,0
1394842833,78,66,0
1394842834,78,53,0
1394842835,70,57,0
1394842836,80,60,0
1394842837,84,60,0
1394842838,93,67,0
1394842839,90,57,0
1394842840,90,75,0
1394842841,91,77,0
1394842842,83,74,0
1394842843,90,74,0
1394842844,94,60,0
1394842845,80,57,0
1394842846,77,67,0
1394842847,67,56,0
1394842848,67,66,0
1394842849,70,60,0
1394842850,70,43,0
1394842851,67,63,0
1394842852,60,54,0
1394842853,64,60,0
1394842854,67,61,0
1394842855,67,43,0
1394842856,77,40,0
1394842857,87,40,0
1394842858,81,41,0
1394842859,88,51,0
1394842860,70,63,0
1394842861,60,64,0
1394842862,66,74,0
1394842863,69,70,0
1394842864,69,87,0
1394842865,77,90,0
1394842866,81,78,0
1394842867,84,74,0
1394842868,93,60,0
1394842869,93,44,0
1394842870,83,43,0
1394842872,80,47,0
1394842873,74,63,0
1394842874,75,78,0
1394842875,54,67,0
1394842876,51,64,0
1394842877,56,54,0
1394842878,60,53,0
1394842879,78,57,0
1394842880,84,56,0
1394842881,93,61,0
1394842882,91,69,0
1394842883,84,74,0
1394842884,84,77,0
1394842885,87,77,0
1394842886,94,63,0
1394842887,100,66,0
1394842888,90,60,0
1394842889,77,70,0
1394842890,69,67,0
1394842891,74,57,0
1394842892,83,57,0
1394842893,90,41,0
1394842894,91,43,0
1394842895,93,47,0
1394842896,93,47,0
1394842897,94,47,0
1394842898,88,53,0
1394842899,77,48,0
1394842900,77,53,0
1394842901,74,54,0
1394842902,78,56,0
1394842903,81,63,0
1394842904,83,69,0
1394842905,91,74,0
1394842906,77,69,0
1394842907,77,78,0
1394842908,75,57,0
1394842909,66,61,0
1394842910,70,51,0
1394842911,67,53,0
1394842912,75,63,0
1394842913,67,57,0
1394842914,78,75,0
1394842915,84,78,0
1394842916,78,60,0
1394842917,93,60,0
1394842918,88,60,0
1394842919,96,56,0
1394842920,96,67,0
1394842921,87,63,0
1394842922,97,54,0
1394842923,84,48,0
1394842924,84,51,0
1394842925,80,61,0
1394842926,75,66,0
1394842927,83,69,0
1394842928,75,77,0
1394842929,81,75,0
1394842930,67,56,0
1394842931,67,53,0
1394842932,75,43,0
1394842933,75,40,0
1394842934,77,38,0
1394842935,75,34,0
1394842936,70,38,0
1394842937,66,50,0
1394842938,80,61,0
1394842939,77,61,0
1394842940,74,64,0
1394842941,75,67,0
1394842942,69,64,0
1394842943,77,74,0
1394842944,77,78,0
1394842945,75,75,0
1394842946,80,88,0
1394842947,75,80,0
1394842948,80,78,0
1394842949,88,69,0
1394842950,91,66,0
1394842950,91,81,0
1394842952,97,75,0
1394842953,100,69,0
1394842953,100,69,0
1394842954,100,54,0
1394842955,97,57,0
1394842956,96,64,0
1394842957,91,57,0
1394842958,80,63,0
1394842959,78,47,0
1394842960,74,40,0
1394842961,77,44,0
1394842962,77,38,0
1394842963,77,56,0
1394842964,77,50,0
1394842965,64,40,0
1394842966,67,50,0
1394842967,67,38,0
1394842968,67,51,0
1394842969,67,57,0
1394842970,70,56,0
1394842971,75,61,0
1394842972,80,54,0
1394842973,83,67,0
1394842974,75,63,0
1394842975,75,60,0
1394842976,67,63,0
1394842977,70,54,0
1394842978,84,54,0
1394842979,88,63,0
1394842980,84,66,0
1394842981,78,61,0
1394842982,75,63,0
1394842983,69,57,0
1394842984,66,53,0
1394842985,74,63,0
1394842986,67,75,0
1394842987,66,63,0
1394842988,80,70,0
1394842989,74,61,0
1394842990,60,54,0
1394842991,63,69,0
1394842992,61,67,0
1394842993,75,75,0
1394842994,87,77,0
1394842995,81,63,0
1394842996,75,66,0
1394842997,67,66,0
1394842998,60,57,0
1394842999,66,63,0
1394843000,70,67,0
1394843001,70,61,0
1394843002,80,67,0
1394843003,75,69,0
1394843004,66,57,0
1394843005,57,61,0
1394843006,51,48,0
1394843007,56,48,0
1394843008,60,60,0
1394843009,67,60,0
1394843010,90,66,0
1394843011,97,63,0
1394843012,100,51,0
1394843013,100,43,0
1394843014,84,47,0
1394843016,70,44,0
1394843017,60,35,0
1394843018,40,21,0
1394843019,48,24,0
1394843020,44,14,0
1394843021,53,40,0
1394843022,69,57,0
1394843023,56,63,0
1394843024,41,69,0
1394843025,35,64,0
1394843026,40,50,0
1394843027,44,37,0
1394843028,60,47,0
1394843029,63,40,0
1394843030,54,38,0
1394843031,48,48,0
1394843032,48,48,26
1394843033,48,48,26
1394843034,43,48,0
1394843035,47,44,0
1394843036,57,54,0
1394843037,57,54,80
1394843038,57,54,80
1394843039,57,54,80
1394843040,57,54,80
